text	label	original_label
a film about female friendship that men can embrace and women will talk about for hours . 	positive	positive
, it has a genuine dramatic impact 	positive	positive
the cultural moat surrounding its ludicrous and contrived plot 	negative	negative
the art direction is often exquisite 	positive	positive
fun and nimble . 	positive	positive
like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through , the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . 	negative	negative
's all about anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect 	positive	positive
caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion 	positive	positive
yes , soar . 	positive	positive
an alternately fascinating and frustrating documentary . 	positive	positive
is a few bits funnier than malle 's dud , if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks 	positive	positive
odd movies 	negative	negative
can analyze this movie in three words : thumbs friggin ' down . 	negative	negative
reach a truly annoying pitch 	negative	negative
o matter how much good will the actors generate 	positive	positive
offers all the pleasure of a handsome and well-made entertainment 	positive	positive
the outstanding thrillers of recent years 	positive	positive
dumb down 	negative	negative
generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series 	negative	negative
barely shocking , barely interesting and most of all , barely anything 	negative	negative
graphic violence 	negative	negative
we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire 	negative	negative
is smart and entirely charming 	positive	positive
is that hollywood expects people to pay to see it . 	negative	negative
a hilarious kenneth branagh 	positive	positive
tender and 	positive	positive
spirited film 	positive	positive
's a dark , gritty story 	positive	positive
the slippery slope of dishonesty 	negative	negative
an adorably whimsical comedy 	positive	positive
it might have been 	negative	negative
addictive 	positive	positive
swings and jostles 	positive	positive
what time offers tsai 's usual style and themes 	positive	positive
pleasing 	positive	positive
so uninspiring 	negative	negative
touching and 	positive	positive
genial romance 	positive	positive
onto the screen -- loud , violent and mindless 	negative	negative
charlotte sometimes is a brilliant movie . 	positive	positive
even at its worst , it 's not half-bad . 	positive	positive
it looks good , sonny , 	positive	positive
make a huge action sequence as any director 	positive	positive
time bombs and 	negative	negative
the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises . 	negative	negative
promising work-in-progress 	positive	positive
folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either 	negative	negative
to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept 	negative	negative
does a bang-up job of pleasing the crowds 	positive	positive
a pale successor 	negative	negative
elegantly appointed period drama 	positive	positive
captures the soul of a man in pain who gradually comes to recognize it and deal with it 	positive	positive
is as difficult for the audience to take as it 	negative	negative
my big fat greek wedding is that rare animal known as ' a perfect family film , ' because it 's about family . 	positive	positive
has really found his groove these days . 	positive	positive
impressive and highly entertaining celebration 	positive	positive
helmer hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome . 	negative	negative
interesting to witness the conflict from the palestinian side 	positive	positive
its premise is smart , but the execution is pretty weary . 	negative	negative
cliche 	negative	negative
i 've seen some bad singer-turned actors , but 	negative	negative
like its script , which nurses plot holes gaping enough to pilot an entire olympic swim team through 	negative	negative
has far more energy 	positive	positive
